index,id,artist,asciiName,attractionLights,availability,boosterTypes,borderColor,cardKingdomEtchedId,cardKingdomFoilId,cardKingdomId,cardParts,cardsphereId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,rebalancedPrintings,scryfallId,scryfallIllustrationId,scryfallOracleId,securityStamp,setCode,side,signature,subtypes,supertypes,tcgplayerEtchedProductId,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
17193,17194,Seb McKinnon,,,"mtgo,paper",draft,black,,239500,239017,,72034,B,,B,2.0,,10843.0,,,,,"nonfoil,foil",,"All things are connected: light to dark, age to youth, blood to blood.",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{B}{B},2.0,511135,1250,,5e4dd866-32c2-5b74-a1fd-78318266f57a,,85014,497636,Cuombajj Witches,116,,,{T}: Cuombajj Witches deals 1 damage to any target and 1 damage to any target of an opponent's choice.,Creature — Human Wizard,,1,"ARN,ATH,CHR,CMR,ME1,PRM,RIN",,"{'cardKingdom': 'https://mtgjson.com/links/eb8c1158850d89f7', 'cardKingdomFoil': 'https://mtgjson.com/links/03c32ce77cbd05d7', 'cardmarket': 'https://mtgjson.com/links/0768c394b8358ec0', 'tcgplayer': 'https://mtgjson.com/links/f829053e1d19f3eb'}",uncommon,,6a26e910-275a-4981-831b-bfed936a7e3f,192de33f-4a09-4dfd-985d-beb81978ab50,638eeb16-9e0e-4cc6-b97e-8ff0df81ca58,,CMR,,,"Human,Wizard",,,226860,{T}: Cuombajj Witches deals 1 damage to any target and 1 damage to any target of an opponent's choice.,3,Creature — Human Wizard,Creature,004e5214-641b-582f-b006-65ceed7107a8,df7c81f1-5d60-50db-98ec-5c7054f68cd2,
17200,17201,Dan Scott,,,"mtgo,paper",draft,black,,239593,239182,,72401,B,,B,3.0,,14010.0,,,,,"nonfoil,foil",,"""Boggart blood disgusts me almost as much as the foul creatures themselves.""",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{2}{B},3.0,513610,220171,,9f926270-fcb8-58c8-aa8d-e8cc279017bd,,85028,497643,Eyeblight Assassin,123,,,"When Eyeblight Assassin enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.",Creature — Elf Assassin,,2,"BBD,CMR,J21,ORI",,"{'cardKingdom': 'https://mtgjson.com/links/23890b2f5c234e7c', 'cardKingdomFoil': 'https://mtgjson.com/links/c58cb78d10893515', 'cardmarket': 'https://mtgjson.com/links/cdbba0b12bc6a8d4', 'tcgplayer': 'https://mtgjson.com/links/28ea5fde40503e94'}",common,,8a480da7-1b5d-41a5-b603-e63af100724a,bf002a63-3b90-4816-93a7-c28edccfbe47,09cacd93-5c20-4993-9ee2-a756204796f7,,CMR,,,"Elf,Assassin",,,227070,"When Eyeblight Assassin enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.",2,Creature — Elf Assassin,Creature,023604c7-0ec4-5ac9-976f-5db53761336e,,
17204,17205,Seb McKinnon,,,"mtgo,paper",draft,black,,239594,239183,,72333,B,,B,6.0,,7155.0,,,,,"nonfoil,foil",,"""Beware the eager host.""
—Eligeth, crossroads augur",,2015,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,English,normal,,,,{4}{B}{B},6.0,513625,323260,,568be9f3-5896-5df8-9874-a9a44fe0a658,,85036,497647,Feast of Succession,127,,,All creatures get -4/-4 until end of turn. You become the monarch.,Sorcery,,,CMR,,"{'cardKingdom': 'https://mtgjson.com/links/0fe9b91bad446fa6', 'cardKingdomFoil': 'https://mtgjson.com/links/61e46e2ff0766945', 'cardmarket': 'https://mtgjson.com/links/521bf8561014d440', 'tcgplayer': 'https://mtgjson.com/links/cec4e005bc788382'}",uncommon,,ac83f97d-c8c9-480c-a32c-918035673ab4,3943f399-a42b-422b-9d9a-d1ce26a0e429,c3601f22-7b22-4116-8633-ba67841524bd,,CMR,,,,,,227067,All creatures get -4/-4 until end of turn. You become the monarch.,,Sorcery,Sorcery,00965ce4-ece7-5bf8-9658-ca84558e2924,,
17238,17239,Caio Monteiro,,,"mtgo,paper",draft,black,,239411,238820,,72473,R,,R,6.0,,4051.0,,,,,"nonfoil,foil",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cascade,Flying",English,normal,,,,{4}{R}{R},6.0,510445,322210,,b68b1b74-faed-5ca2-ba71-589e31507d79,,85104,497681,Aurora Phoenix,161,,,"Flying
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Whenever you cast a spell with cascade, return Aurora Phoenix from your graveyard to your hand.",Creature — Phoenix,,5,"CLB,CMR,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/68f038648169d08a', 'cardKingdomFoil': 'https://mtgjson.com/links/76d6f1c8bea4e523', 'cardmarket': 'https://mtgjson.com/links/19402614996ccdb5', 'tcgplayer': 'https://mtgjson.com/links/e01040f36ef20ce0'}",rare,,3841b5f9-f9a3-433d-bcdc-f2aa5c783b6d,ac1b240c-427d-48c1-b1a2-9df6a635efde,a98cc4d0-a322-4142-aee0-83f39b137616,oval,CMR,,,Phoenix,,,226393,"Flying
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Whenever you cast a spell with cascade, return Aurora Phoenix from your graveyard to your hand.",3,Creature — Phoenix,Creature,01582551-627f-59c3-aa7c-7f94dc86e232,8901c5ba-b621-5987-a368-8c111ec2e279,
17286,17287,Randy Vargas,,,"mtgo,paper",draft,black,,239487,238965,,72307,R,,R,3.0,,5270.0,,,,,"nonfoil,foil",,"""For all I have lost, for all who have fallen, I will render you to dust.""
—Jared Carthalion",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Enchant,English,normal,,,,{2}{R},3.0,511000,203384,,d1ad7be0-1b01-5841-9428-131d8dd86666,,85200,497729,Vow of Lightning,209,,,"Enchant creature
Enchanted creature gets +2/+2, has first strike, and can't attack you or a planeswalker you control.",Enchantment — Aura,,,"CMA,CMD,CMR,E02,PLIST,PZ1",,"{'cardKingdom': 'https://mtgjson.com/links/228f8ac4b8b5f24d', 'cardKingdomFoil': 'https://mtgjson.com/links/854a505c1f435a61', 'cardmarket': 'https://mtgjson.com/links/98caf86f57d1c6b6', 'tcgplayer': 'https://mtgjson.com/links/1d6f09583729eef5'}",uncommon,,71218cff-7e57-40dd-83c2-d06b284a63fd,784d53ce-adae-4ad2-8944-a5a6d0d1b645,bfed67f3-70d2-49c2-8f25-16e4d10fa5be,,CMR,,,Aura,,,226850,"Enchant creature
Enchanted creature gets +2/+2, has first strike, and can't attack you or planeswalkers you control.",,Enchantment — Aura,Enchantment,00b8b8c0-6c64-52f6-b7cf-297260191f84,,
17323,17324,Kieran Yanner,,,"mtgo,paper",draft,black,,239445,238888,,72456,G,,G,3.0,,5296.0,,,,,"nonfoil,foil",,His blade carves a path for his people. His words guide them along it.,legendary,2015,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Partner,English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{2}{G},3.0,510650,322280,,886ad667-a752-5918-b89b-2cbab6b2721e,,85274,497766,"Numa, Joraga Chieftain",246,,,"At the beginning of combat on your turn, you may pay {X}{X}. When you do, distribute X +1/+1 counters among any number of target Elves.
Partner (You can have two commanders if both have partner.)",Legendary Creature — Elf Warrior,,2,"CMR,KHC,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/d455e0e4f1d22a6b', 'cardKingdomFoil': 'https://mtgjson.com/links/f9396038aaed9ce8', 'cardmarket': 'https://mtgjson.com/links/1ae979463b8954f3', 'tcgplayer': 'https://mtgjson.com/links/eeb784b5a434acf3'}",uncommon,,9465d118-5ad5-42c5-a512-7aca5f7b905d,26446e28-3dd7-4611-852c-32fe8b97189d,7f4aa98d-3572-4637-9b0d-3c12f63a96ec,,CMR,,,"Elf,Warrior",Legendary,,226627,"At the beginning of combat on your turn, you may pay {X}{X}. When you do, distribute X +1/+1 counters among any number of target Elves.
Partner (You can have two commanders if both have partner.)",2,Legendary Creature — Elf Warrior,Creature,02dc8039-bc77-5c65-9654-8cdffc350880,a4d0dd35-2544-5731-b6f2-62e8f0f54b4a,
17388,17389,Nic Klein,,,"mtgo,paper",draft,black,,239551,239083,,72210,,,,5.0,,8586.0,,,,,"nonfoil,foil",,Better living through metallurgy.,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{5},5.0,512150,200878,,b59bcd08-c356-5b8c-968c-8f270c33b871,,85404,497831,Golem Artisan,311,,,"{2}: Target artifact creature gets +1/+1 until end of turn.
{2}: Target artifact creature gains your choice of flying, trample, or haste until end of turn.",Artifact Creature — Golem,,3,"2XM,CMR,SOM",,"{'cardKingdom': 'https://mtgjson.com/links/72df7bf231235807', 'cardKingdomFoil': 'https://mtgjson.com/links/7bd255744194f7a3', 'cardmarket': 'https://mtgjson.com/links/be43d38acf9c1fe6', 'tcgplayer': 'https://mtgjson.com/links/8caa7d0a019705f5'}",uncommon,,441a3345-2507-46ed-bdb3-c5c45d17da51,bfbb9f37-478b-4bd7-9e9c-e02f444f24e3,8537fc2c-c027-4440-bff4-d046fc198428,,CMR,,,Golem,,,226961,"{2}: Target artifact creature gets +1/+1 until end of turn.
{2}: Target artifact creature gains your choice of flying, trample, or haste until end of turn.",3,Artifact Creature — Golem,"Artifact,Creature",02a4bb24-63d8-5396-aefe-41810824f63b,,
17453,17454,Ryan Pancoast,,,"mtgo,paper",,black,,,239719,,72617,W,,W,3.0,,5555.0,,,,,nonfoil,,The best weapon is the one at hand.,,2015,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,English,normal,,,,{2}{W},3.0,514429,,,a9f32f08-9240-53d5-9ec8-c45c0af8cb4d,,85568,500856,Ironclad Slayer,376,,,"When Ironclad Slayer enters the battlefield, you may return target Aura or Equipment card from your graveyard to your hand.",Creature — Human Warrior,,3,"CMR,EMN",,"{'cardKingdom': 'https://mtgjson.com/links/e7d24c1fa224cb7f', 'tcgplayer': 'https://mtgjson.com/links/8218462ecd0fab05'}",common,,2841f538-9686-423f-ac30-0580665112e5,9fb56d48-47e7-4e01-957c-7bf81e42dd66,964e20e2-2947-4d8a-a0a2-b8b5fde27ff8,,CMR,,,"Human,Warrior",,,227264,"When Ironclad Slayer enters the battlefield, you may return target Aura or Equipment card from your graveyard to your hand.",2,Creature — Human Warrior,Creature,0061f6d5-7e4d-5314-83db-dd9c2914ef24,,
17482,17483,Grzegorz Rutkowski,,,"mtgo,paper",,black,,,239741,,72997,U,,U,8.0,,2584.0,,,,,nonfoil,,,legendary,2015,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Kicker,English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{6}{U}{U},8.0,514544,,,ee7697c4-9237-592c-b400-11ac3f944008,,85622,500885,"Slinn Voda, the Rising Deep",405,,,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When Slinn Voda, the Rising Deep enters the battlefield, if it was kicked, return all creatures to their owners' hands except for Merfolk, Krakens, Leviathans, Octopuses, and Serpents.",Legendary Creature — Leviathan,,8,"CMR,DOM,PDOM",,"{'cardKingdom': 'https://mtgjson.com/links/a8d606d6d5fc3ac4', 'tcgplayer': 'https://mtgjson.com/links/c9d3b0063cf0d5f6'}",uncommon,,cebf2c16-bd9d-4a8f-a1b6-6e0c393178bc,b42011d5-b243-414f-b795-5028929222c8,753d98d3-d534-42c1-b728-a4f14c7f29ec,,CMR,,,Leviathan,Legendary,,227304,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When Slinn Voda, the Rising Deep enters the battlefield, if it was kicked, return all creatures to their owners' hands except for Merfolk, Krakens, Leviathans, Octopuses, and Serpents.",8,Legendary Creature — Leviathan,Creature,00ad5bf1-ebd6-54cc-b5bd-9cbba4eb101d,,
17499,17500,Zoltan Boros & Gabor Szikszai,,,"mtgo,paper",,black,,,239755,,72594,G,,G,7.0,,137.0,,,,,nonfoil,,,,2015,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Landfall,English,normal,,,,{5}{G}{G},7.0,514624,,,a1402d23-b4f3-58f6-8433-c5dc4a6884b6,,85656,500902,Avenger of Zendikar,422,,,"When Avenger of Zendikar enters the battlefield, create a 0/1 green Plant creature token for each land you control.
Landfall — Whenever a land enters the battlefield under your control, you may put a +1/+1 counter on each Plant creature you control.",Creature — Elemental,,5,"2XM,C13,C18,CMR,DDP,NCC,PRM,SLD,WWK",,"{'cardKingdom': 'https://mtgjson.com/links/235d229056ccc963', 'tcgplayer': 'https://mtgjson.com/links/1670b5ca321dbebd'}",mythic,,03dea775-bbb3-4e9c-8514-0605b5ad2e8b,0454de83-38a9-40cf-a059-11bd66a2db2c,4ba5b3f6-503b-43e6-b66e-4f8c55cffed7,oval,CMR,,,Elemental,,,227324,"When Avenger of Zendikar enters the battlefield, create a 0/1 green Plant creature token for each land you control.
Landfall — Whenever a land enters the battlefield under your control, you may put a +1/+1 counter on each Plant creature you control.",5,Creature — Elemental,Creature,005a1089-8864-5f4b-a170-95d41d665335,,
17526,17527,Daarken,,,"mtgo,paper",,black,,,239778,,72644,"R,W",,"W,R",7.0,,2474.0,2.0,,2.0,Response,nonfoil,,,,2015,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,English,split,,,,{R/W}{R/W},7.0,514754,,,92f8fdb5-54bd-57bb-88d1-0c5ab8e80783,,85712,500929,Response // Resurgence,449,,,Response deals 5 damage to target attacking or blocking creature.,Instant,8196f825-1f84-5957-90ad-97df5e765219,,"CMR,GRN,PGRN",,"{'cardKingdom': 'https://mtgjson.com/links/0341f0ac91b15665', 'tcgplayer': 'https://mtgjson.com/links/d7790f18f5306c45'}",rare,,e9b44a8e-34b1-4ee1-894a-968db6f724b6,07f82a15-4c2d-4d6a-8a9d-4f548365e61c,ae93854b-c808-44cb-b0be-7d1035c597d7,oval,CMR,a,,,,,227372,Response deals 5 damage to target attacking or blocking creature.,,Instant,Instant,02e11f9c-824f-5cd2-b72a-996ba0f6fe86,,
17542,17543,Volkan Baǵa,,,"mtgo,paper",,black,,,,,,,,,3.0,,1553.0,,,,,nonfoil,,Bear the weight of so many spirits and you'll surrender civility and restraint to savagery and instinct.,,2015,,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Equip,English,normal,,,,{3},3.0,514829,222343,,8ff670ca-4527-5aeb-9098-e759c1867174,,,500943,Haunted Cloak,463,,,"Equipped creature has vigilance, trample, and haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Artifact — Equipment,,,"CMR,SOI",,"{'cardmarket': 'https://mtgjson.com/links/30606950a26945b9', 'tcgplayer': 'https://mtgjson.com/links/363aae724f91594b'}",common,,19ece771-d628-45e7-882d-a35f625d2e55,102b5186-f1ae-4098-a7bf-9551a66ed115,74fc88d5-19c3-4516-9a06-e9573d659caa,,CMR,,,Equipment,,,227366,"Equipped creature has vigilance, trample, and haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment,Artifact,03278e1b-47a4-5f54-81b8-942a11ec66cb,f8092d75-5b2c-5e4f-888a-f3c133706334,
17570,17571,Noah Bradley,,,"mtgo,paper",,black,,,239810,,72994,W,,,0.0,,596.0,,,,,nonfoil,,,,2015,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Cycling,English,normal,,,,,0.0,514944,,,8fd0307b-91c6-5793-b5d6-eff0fa26a5bd,,85790,500971,Secluded Steppe,491,,,"Secluded Steppe enters the battlefield tapped.
{T}: Add {W}.
Cycling {W} ({W}, Discard this card: Draw a card.)",Land,,,"ARC,C13,C14,C15,C17,C18,C20,C21,CM2,CMA,CMD,CMR,DDC,DDO,DVD,HA2,MH1,ONS,VMA,WC04",,"{'cardKingdom': 'https://mtgjson.com/links/2a06d607488286a6', 'tcgplayer': 'https://mtgjson.com/links/b383ea0af10a2827'}",uncommon,,9c536cbd-3e81-4c6a-a4e1-02fbd2776706,2ecb4c2d-bc44-49e3-8bed-ecbed4e6ab41,8dec6fcf-1254-4b1b-ba23-7a3e492a7241,,CMR,,,,,,227318,"Secluded Steppe enters the battlefield tapped.
{T}: Add {W}.
Cycling {W} ({W}, Discard this card: Draw a card.)",,Land,Land,02172589-7380-5029-9adb-0f3fb3c1b267,,
17591,17592,Chris Rallis,,,"mtgo,paper",,borderless,,239840,238777,,72700,B,,B,5.0,,1355.0,,,,,"nonfoil,foil",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Partner,English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': True}",,4,{4}{B},5.0,509915,322025,,5856b60d-1ebc-5c95-9208-21788546eb28,,,500770,"Tevesh Szat, Doom of Fools",512,,,"+2: Create two 0/1 black Thrull creature tokens.
+1: You may sacrifice another creature or planeswalker. If you do, draw two cards, then draw another card if the sacrificed permanent was a commander.
−10: Gain control of all commanders. Put all commanders from the command zone onto the battlefield under your control.
Tevesh Szat, Doom of Fools can be your commander.
Partner",Legendary Planeswalker — Szat,,,"CMR,PRM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/d84d3907b4d05046', 'cardKingdomFoil': 'https://mtgjson.com/links/c2ab8bfd42230897', 'cardmarket': 'https://mtgjson.com/links/861540f689e6daa7', 'tcgplayer': 'https://mtgjson.com/links/637f03cdaf115891'}",mythic,,2f68b4de-271b-415f-ad8f-104981bb12ab,dcec6dce-d7df-4ce5-8a5c-b7248404f251,79a1783f-ea7e-4cdf-95f5-53b383d38c66,oval,CMR,,,Szat,Legendary,,226126,"[+2]: Create two 0/1 black Thrull creature tokens.
[+1]: You may sacrifice another creature or planeswalker. If you do, draw two cards, then draw another card if the sacrificed permanent was a commander.
[−10]: Gain control of all commanders. Put all commanders from the command zone onto the battlefield under your control.
Tevesh Szat, Doom of Fools can be your commander.
Partner",,Legendary Planeswalker — Szat,Planeswalker,00396ed6-b91d-5c78-8760-bb22d8f3e9ca,9ae329c0-7f18-5139-b229-89dadbe595ce,
17611,17612,Yigit Koroglu,,,"mtgo,paper",,black,239095,,,,72683,"B,R",,"B,R",4.0,,2941.0,,,,,etched,,,"inverted,etched,legendary",2015,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Flying,Trample",English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{B}{B}{R}{R},4.0,511015,206513,,c94e1ff6-4218-52fb-ada3-d079b52dde92,,,503335,"Rakdos, Lord of Riots",532,,,"You can't cast this spell unless an opponent lost life this turn.
Flying, trample
Creature spells you cast cost {1} less to cast for each 1 life your opponents have lost this turn.",Legendary Creature — Demon,,6,"CMR,GK2,PRM,RTR",boosterfun,"{'cardKingdomEtched': 'https://mtgjson.com/links/71a9dfd4c341662d', 'cardmarket': 'https://mtgjson.com/links/9c2b07c89f885d02', 'tcgplayerEtched': 'https://mtgjson.com/links/c70ec6bc57f02051'}",mythic,,2143f275-6d3e-4040-a60e-8259a82befdb,b1f9fa6b-86cb-4678-aa98-d3cb5e0a02a9,143a269a-b9ee-48ba-bd7b-4aa46eb36778,oval,CMR,,,Demon,Legendary,226928,,"You can't cast this spell unless an opponent lost life this turn.
Flying, trample
Creature spells you cast cost {1} less to cast for each 1 life your opponents have lost this turn.",6,Legendary Creature — Demon,Creature,0211c102-fc7f-5033-b372-782d1be6e145,,set
17619,17620,Deruchenko Alexander,,,"mtgo,paper",,black,238788,,,,72904,"B,R",,"B,R",3.0,,6132.0,,,,,etched,,,"inverted,etched,legendary",2015,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Partner,English,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{1}{B}{R},3.0,510130,224054,,57540dfd-fde0-51ea-b2c5-0a56bb3885e5,,,503343,Vial Smasher the Fierce,540,,,"Whenever you cast your first spell each turn, choose an opponent at random. Vial Smasher the Fierce deals damage equal to that spell's converted mana cost to that player or a planeswalker that player controls.
Partner (You can have two commanders if both have partner.)",Legendary Creature — Goblin Berserker,,2,"C16,CMR,PRM,PZ2",boosterfun,"{'cardKingdomEtched': 'https://mtgjson.com/links/9467ab60c9099cec', 'cardmarket': 'https://mtgjson.com/links/f3a222059be51478', 'tcgplayerEtched': 'https://mtgjson.com/links/bcbd7c86abea6134'}",mythic,,a4dc32ca-89c9-4d3a-8809-846c34ef3592,c2b8a853-e4ad-49ae-b7cd-1a4598d5ca95,1b355139-4891-436c-9079-0ce17ecc2d65,oval,CMR,,,"Goblin,Berserker",Legendary,226353,,"Whenever you cast your first spell each turn, choose an opponent at random. Vial Smasher the Fierce deals damage equal to that spell's mana value to that player or a planeswalker that player controls.
Partner (You can have two commanders if both have partner.)",3,Legendary Creature — Goblin Berserker,Creature,03512c0d-851c-5d6a-90a5-b17fc02345cd,,set
17772,17773,Ryan Alexander Lee,,,"mtgo,paper",,black,,239833,238717,,72803,,,,3.0,,22.0,,,,,"nonfoil,foil",,,extendedart,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{3},3.0,492014,210511,,bff1c46f-364e-5bdd-ab1c-67fed7ad453c,,,502366,Commander's Sphere,693,,,"{T}: Add one mana of any color in your commander's color identity.
Sacrifice Commander's Sphere: Draw a card.",Artifact,,,"40K,AFC,C14,C16,C17,C18,C19,C20,C21,CM2,CMA,CMR,DMC,J18,KHC,MIC,NCC,PRM,SLD,VOC,ZNC",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/6d7e49e24bd6f21c', 'cardKingdomFoil': 'https://mtgjson.com/links/ac2d2b1b41eaa466', 'cardmarket': 'https://mtgjson.com/links/68c1b5d3f3eb6332', 'tcgplayer': 'https://mtgjson.com/links/cc1757719b0b1fc2'}",common,,c5e75bf0-7f26-4852-b9e8-9576773ce78a,a0b532d7-d606-40b6-bac6-3c50166c0031,0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b,,CMR,,,,,,221369,"{T}: Add one mana of any color in your commander's color identity.
Sacrifice Commander's Sphere: Draw a card.",,Artifact,Artifact,01462197-c897-5e29-8401-ec5b71dd81f3,8236412e-3921-5f02-b5e6-04af3d78c402,
17781,17782,Svetlin Velinov,,,"mtgo,paper",,black,,239885,239043,,72857,,,,2.0,,12.0,,,,,"nonfoil,foil",,,extendedart,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Equip,English,normal,,,,{2},2.0,511300,203495,,d613d8b5-38ff-575f-b2a1-58c4d65b5f6d,,,502375,Swiftfoot Boots,702,,,"Equipped creature has hexproof and haste.
Equip {1}",Artifact — Equipment,,,"A25,AFC,C13,C14,C15,C16,C17,C18,C20,CLB,CM2,CMA,CMR,KHC,M12,MIC,NCC,NEC,PHED,PLIST,PRM,PW22,PZ1,SLD,VOC",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/8349948ad33cc404', 'cardKingdomFoil': 'https://mtgjson.com/links/4c01d4be13f2b9ac', 'cardmarket': 'https://mtgjson.com/links/35d647635af96a3b', 'tcgplayer': 'https://mtgjson.com/links/dbf4ee2e5448b87d'}",uncommon,,2408b216-d383-4212-981e-5bc277c962a9,798a59e5-d388-4110-9437-9616bdfd7c14,c8b143ad-43ec-4e0d-a440-e348daa31391,,CMR,,,Equipment,,,226887,"Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control.)
Equip {1}",,Artifact — Equipment,Artifact,02d6d445-1ac3-5dad-a9c5-0782fd513acd,c1796ad3-42bc-5c85-945f-e5268f629e7b,
17814,17815,Josu Hernaiz,,,paper,draft,black,,208468,208221,,12001,W,,W,4.0,,23884.0,,,,,"nonfoil,foil",,,draft,2015,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,English,normal,,,,{2}{W}{W},4.0,291800,223570,,749a4fe2-5f36-5dab-8e82-cf354cbfc3e6,,,416774,Noble Banneret,17,,,"Draft Noble Banneret face up.
As you draft a creature card, you may reveal it, note its name, then turn Noble Banneret face down.
As long as you control one or more creatures with a name you noted for cards named Noble Banneret, Noble Banneret and those creatures get +1/+1 and have lifelink.",Creature — Human Knight,,3,CN2,,"{'cardKingdom': 'https://mtgjson.com/links/286b83d75d589343', 'cardKingdomFoil': 'https://mtgjson.com/links/0129d4485e184748', 'cardmarket': 'https://mtgjson.com/links/f1582738447c7055', 'tcgplayer': 'https://mtgjson.com/links/5666d2d878c1d294'}",uncommon,,0a7f0d35-b91e-461a-822c-7ae2798ca51a,d50e13be-7830-47a7-b569-30b3309a434f,96d88811-d0d8-4c64-b7f2-8304d81c8cfa,,CN2,,,"Human,Knight",,,121877,"Draft Noble Banneret face up.
As you draft a creature card, you may reveal it, note its name, then turn Noble Banneret face down.
As long as you control one or more creatures with a name you noted for cards named Noble Banneret, Noble Banneret and those creatures get +1/+1 and have lifelink.",3,Creature — Human Knight,Creature,00c4e77b-36bd-5631-aeb7-4594e540e229,,conspiracy
17916,17917,Aaron Boyd,,,paper,draft,black,,208539,208295,,12053,U,,U,3.0,,11108.0,,,,,"nonfoil,foil",,"""You aren't invited.""",,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,English,normal,,,,{2}{U},3.0,291844,4644,,4aef66bf-9f2e-5d78-9d31-7860ab3c5098,,,416876,Repulse,119,,,"Return target creature to its owner's hand.
Draw a card.",Instant,,,"CMD,CN2,DD2,INV,JVC,MB1,WC02",,"{'cardKingdom': 'https://mtgjson.com/links/7206085b61648af9', 'cardKingdomFoil': 'https://mtgjson.com/links/193d0e36570f934f', 'cardmarket': 'https://mtgjson.com/links/1934234c287c6c73', 'tcgplayer': 'https://mtgjson.com/links/2ef4f7b624175c05'}",common,,4dc7777b-6e9e-4889-91da-fb5283340fa1,5cebcebd-5a17-49f2-b71d-581a452bab67,6f7ef1d1-c441-41ba-b7d6-6b7727ffcf04,,CN2,,,,,,121897,"Return target creature to its owner's hand.
Draw a card.",,Instant,Instant,037b3e8e-6394-5086-b0bd-2dbd160f8735,,
